EmployeeNumber,Surname,GivenName,FullName,Gender,City,JobTitle,DepartmentName,StoreLocation,Division,Age,Agegroup,LengthService,lengthofservicecategory,AbsentHours,AbsentCategory,AbsentDays,BusinessUnit
3193,White,Jimmie,White Jimmie,Male,Vancouver,Dairy Person,Dairy,Vancouver,Stores,36,Adult,2,Level 1,56,Absent Category 2,2,Stores
3194,Wilson,Susan,Wilson Susan,Female,Vancouver,Meat Cutter,Meats,Vancouver,Stores,48,Middle Aged,4,Level 1,92,Absent Category 3,4,Stores
3195,Ferreira,George,Ferreira George,Male,Okanagan Falls,Meat Cutter,Meats,Bella Bella,Stores,59,Elderly,4,Level 1,182,Absent Category 5,8,Stores
3196,Houston,Jennifer,Houston Jennifer,Female,Kelowna,Meat Cutter,Meats,Kelowna,Stores,38,Adult,4,Level 1,17,Absent Category 1,1,Stores
3197,Veilleux,Timothy,Veilleux Timothy,Male,Union Bay,Produce Clerk,Produce,Nanaimo,Stores,24,Young Adult,4,Level 1,0,Not Absent,0,Stores
3198,Sandoval,Andrew,Sandoval Andrew,Male,Vancouver,Meat Cutter,Meats,Vancouver,Stores,37,Adult,2,Level 1,0,Not Absent,0,Stores
3199,Check,Michael,Check Michael,Male,Vancouver,Dairy Person,Dairy,Vancouver,Stores,50,Elderly,3,Level 1,165,Absent Category 5,7,Stores
3200,Morton,Charles,Morton Charles,Male,Fort Langley,Meat Cutter,Meats,Langley,Stores,45,Middle Aged,4,Level 1,49,Absent Category 2,2,Stores
3201,Kilpatrick,Roxie,Kilpatrick Roxie,Female,Nanaimo,Meat Cutter,Meats,Nanaimo,Stores,43,Middle Aged,3,Level 1,67,Absent Category 2,3,Stores
3202,Berke,Alexandra,Berke Alexandra,Female,Whistler,Meat Cutter,Meats,Squamish,Stores,50,Elderly,5,Level 1,72,Absent Category 2,3,Stores
3203,Browning,Terrance,Browning Terrance,Male,Vancouver,Meat Cutter,Meats,Vancouver,Stores,45,Middle Aged,5,Level 1,43,Absent Category 2,2,Stores
3204,Nilsson,Dennis,Nilsson Dennis,Male,Penticton,Meat Cutter,Meats,Kelowna,Stores,49,Middle Aged,5,Level 1,136,Absent Category 4,6,Stores
3205,Lora,Stephen,Lora Stephen,Male,New Westminster,Meat Cutter,Meats,New Westminster,Stores,37,Adult,3,Level 1,63,Absent Category 2,3,Stores
3206,Tobias,Ronald,Tobias Ronald,Male,Forest Grove,Produce Clerk,Produce,Kamloops,Stores,49,Middle Aged,5,Level 1,70,Absent Category 2,3,Stores
3207,Lee,Jennette,Lee Jennette,Female,Vancouver,Meat Cutter,Meats,Vancouver,Stores,50,Elderly,4,Level 1,87,Absent Category 3,4,Stores
3208,Boutte,Abigail,Boutte Abigail,Female,Burnaby,Dairy Person,Dairy,Burnaby,Stores,28,Young Adult,7,Level 2,0,Not Absent,0,Stores
3209,Kizer,Maria,Kizer Maria,Female,Port Hardy,Meat Cutter,Meats,Nanaimo,Stores,51,Elderly,4,Level 1,80,Absent Category 3,3,Stores
3210,Marrero,Donald,Marrero Donald,Male,Aldergrove,Meat Cutter,Meats,Aldergrove,Stores,46,Middle Aged,5,Level 1,37,Absent Category 1,2,Stores
3211,Alexander,Brant,Alexander Brant,Male,Yale,Meat Cutter,Meats,Chilliwack,Stores,69,Aged,6,Level 2,140,Absent Category 4,6,Stores
3212,Broussard,Maureen,Broussard Maureen,Female,Mayne Island,Produce Clerk,Produce,Victoria,Stores,34,Adult,5,Level 1,8,Absent Category 1,0,Stores
3213,Blythe,Anthony,Blythe Anthony,Male,Langley,Meat Cutter,Meats,Langley,Stores,39,Adult,3,Level 1,47,Absent Category 2,2,Stores
3214,Tavares,Alvin,Tavares Alvin,Male,Victoria,Produce Clerk,Produce,Victoria,Stores,58,Elderly,2,Level 1,97,Absent Category 3,4,Stores
3215,Schweitzer,Gertrude,Schweitzer Gertrude,Female,Surrey,Meat Cutter,Meats,Surrey,Stores,29,Young Adult,6,Level 2,0,Not Absent,0,Stores
3216,Lugo,Teri,Lugo Teri,Female,Fort St John,Produce Clerk,Produce,Fort St John,Stores,34,Adult,6,Level 2,15,Absent Category 1,1,Stores
3217,Richardson,Dean,Richardson Dean,Male,Courtenay,Produce Clerk,Produce,Nanaimo,Stores,46,Middle Aged,7,Level 2,84,Absent Category 3,4,Stores
3218,Hajek,Mike,Hajek Mike,Male,Vancouver,Meat Cutter,Meats,Vancouver,Stores,30,Adult,4,Level 1,3,Absent Category 1,0,Stores
3219,Hanna,Vicente,Hanna Vicente,Male,Vernon,Produce Clerk,Produce,Vernon,Stores,24,Young Adult,3,Level 1,0,Not Absent,0,Stores
3220,Jones,Gay,Jones Gay,Female,Hazelton,Meat Cutter,Meats,Terrace,Stores,63,Aged,3,Level 1,165,Absent Category 5,7,Stores
3221,Taylor,Mark,Taylor Mark,Male,Sardis,Produce Clerk,Produce,Chilliwack,Stores,39,Adult,2,Level 1,0,Not Absent,0,Stores
3222,Espinoza,Lacy,Espinoza Lacy,Male,Victoria,Produce Clerk,Produce,Victoria,Stores,46,Middle Aged,3,Level 1,88,Absent Category 3,4,Stores
3223,Weber,Joel,Weber Joel,Male,Richmond,Meat Cutter,Meats,Richmond,Stores,53,Elderly,5,Level 1,117,Absent Category 3,5,Stores
3224,Jack,Jayne,Jack Jayne,Female,New Westminster,Meat Cutter,Meats,New Westminster,Stores,41,Middle Aged,5,Level 1,74,Absent Category 2,3,Stores
3225,Caldwell,Dennis,Caldwell Dennis,Male,Vancouver,Meat Cutter,Meats,Vancouver,Stores,24,Young Adult,6,Level 2,11,Absent Category 1,0,Stores
3226,Schuh,Willie,Schuh Willie,Female,Lake Cowichan,Meat Cutter,Meats,Victoria,Stores,24,Young Adult,8,Level 2,0,Not Absent,0,Stores
3227,Pierson,Andrew,Pierson Andrew,Male,Victoria,Meat Cutter,Meats,Victoria,Stores,53,Elderly,5,Level 1,74,Absent Category 2,3,Stores
3228,Henderson,Joshua,Henderson Joshua,Male,New Westminster,Meat Cutter,Meats,New Westminster,Stores,53,Elderly,6,Level 2,104,Absent Category 3,4,Stores
3229,Soules,James,Soules James,Male,Clinton,Meat Cutter,Meats,Kamloops,Stores,48,Middle Aged,5,Level 1,47,Absent Category 2,2,Stores
3230,Cotter,Maurice,Cotter Maurice,Male,Kitwanga,Produce Clerk,Produce,Terrace,Stores,54,Elderly,5,Level 1,116,Absent Category 3,5,Stores
3231,Blanchard,Terry,Blanchard Terry,Male,Salmon Arm,Produce Clerk,Produce,Kamloops,Stores,41,Middle Aged,4,Level 1,14,Absent Category 1,1,Stores
3232,Oliveras,Michael,Oliveras Michael,Male,Vancouver,Dairy Person,Dairy,Vancouver,Stores,15,Young Adult,5,Level 1,0,Not Absent,0,Stores
3233,McCray,Beverly,McCray Beverly,Female,Blueberry,Produce Clerk,Produce,Kamloops,Stores,52,Elderly,6,Level 2,104,Absent Category 3,4,Stores
3234,Harvey,Carol,Harvey Carol,Female,Prince George,Meat Cutter,Meats,Prince George,Stores,66,Aged,5,Level 1,182,Absent Category 5,8,Stores
3235,Thiede,Gabrielle,Thiede Gabrielle,Female,New Westminster,Meat Cutter,Meats,New Westminster,Stores,28,Young Adult,0,Level 1,35,Absent Category 1,1,Stores
3236,Carrero,Kristi,Carrero Kristi,Female,Fraser Lake,Meat Cutter,Meats,Prince George,Stores,67,Aged,7,Level 2,214,Absent Category 6,9,Stores
3237,Mitchell,Kimberly,Mitchell Kimberly,Female,Port Coquitlam,Produce Clerk,Produce,Port Coquitlam,Stores,48,Middle Aged,4,Level 1,72,Absent Category 2,3,Stores
3238,Kittredge,Thomas,Kittredge Thomas,Male,Vernon,Produce Clerk,Produce,Vernon,Stores,52,Elderly,5,Level 1,125,Absent Category 4,5,Stores
3239,Watanabe,Shelia,Watanabe Shelia,Female,Nanaimo,Produce Clerk,Produce,Nanaimo,Stores,44,Middle Aged,1,Level 1,129,Absent Category 4,5,Stores
3240,Jones,Dia,Jones Dia,Female,Burnaby,Dairy Person,Dairy,Burnaby,Stores,59,Elderly,6,Level 2,139,Absent Category 4,6,Stores
3241,Holliday,Emily,Holliday Emily,Female,Hedley,Meat Cutter,Meats,Princeton,Stores,35,Adult,5,Level 1,29,Absent Category 1,1,Stores
3242,Parham,Sonja,Parham Sonja,Female,Vancouver,Meat Cutter,Meats,Vancouver,Stores,43,Middle Aged,5,Level 1,60,Absent Category 2,3,Stores
3243,Bridges,Robert,Bridges Robert,Male,Winfield,Meat Cutter,Meats,Kelowna,Stores,40,Middle Aged,2,Level 1,61,Absent Category 2,3,Stores
3244,Dotson,Angelica,Dotson Angelica,Female,Vancouver,Meat Cutter,Meats,Vancouver,Stores,43,Middle Aged,3,Level 1,91,Absent Category 3,4,Stores
3245,Lange,Michell,Lange Michell,Female,Fort Langley,Meat Cutter,Meats,Langley,Stores,45,Middle Aged,7,Level 2,26,Absent Category 1,1,Stores
3246,Ballou,Nancy,Ballou Nancy,Female,Nelson,Customer Service Manager,Customer Service,Nelson,Stores,32,Adult,4,Level 1,0,Not Absent,0,Stores
3247,Bondurant,Sandra,Bondurant Sandra,Female,Victoria,Produce Clerk,Produce,Victoria,Stores,17,Young Adult,4,Level 1,0,Not Absent,0,Stores
3248,Lindsay,Francesca,Lindsay Francesca,Female,Vancouver,Dairy Person,Dairy,Vancouver,Stores,38,Adult,3,Level 1,22,Absent Category 1,1,Stores
3249,Rosenzweig,Joan,Rosenzweig Joan,Female,Salmon Arm,Meat Cutter,Meats,Kamloops,Stores,48,Middle Aged,4,Level 1,79,Absent Category 2,3,Stores
3250,Gosney,Eugene,Gosney Eugene,Male,Penticton,Meat Cutter,Meats,Kelowna,Stores,50,Elderly,4,Level 1,65,Absent Category 2,3,Stores
3251,Lundeen,Julia,Lundeen Julia,Female,North Vancouver,Produce Clerk,Produce,North Vancouver,Stores,34,Adult,4,Level 1,13,Absent Category 1,1,Stores
3252,Berry,Jeanne,Berry Jeanne,Female,Prince George,Meat Cutter,Meats,Prince George,Stores,38,Adult,7,Level 2,17,Absent Category 1,1,Stores
3253,Allen,Kristen,Allen Kristen,Female,Burnaby,Dairy Person,Dairy,Burnaby,Stores,22,Young Adult,5,Level 1,0,Not Absent,0,Stores
3254,Kee,Helen,Kee Helen,Female,Salmon Arm,Meat Cutter,Meats,Kamloops,Stores,47,Middle Aged,5,Level 1,96,Absent Category 3,4,Stores
3255,Malave,Carla,Malave Carla,Female,Chetwynd,Meat Cutter,Meats,Prince George,Stores,28,Young Adult,5,Level 1,0,Not Absent,0,Stores
3256,Stovall,Sarah,Stovall Sarah,Female,Vancouver,Meat Cutter,Meats,Vancouver,Stores,47,Middle Aged,3,Level 1,132,Absent Category 4,6,Stores
3257,Mahoney,Lillian,Mahoney Lillian,Female,Victoria,Produce Clerk,Produce,Victoria,Stores,42,Middle Aged,5,Level 1,29,Absent Category 1,1,Stores
3258,Johnson,Robert,Johnson Robert,Male,Vancouver,Meat Cutter,Meats,Vancouver,Stores,49,Middle Aged,1,Level 1,29,Absent Category 1,1,Stores
3259,Robison,Louise,Robison Louise,Female,Abbotsford,Meat Cutter,Meats,Abbotsford,Stores,43,Middle Aged,2,Level 1,64,Absent Category 2,3,Stores
3260,Varghese,Mary,Varghese Mary,Female,Victoria,Produce Clerk,Produce,Victoria,Stores,47,Middle Aged,5,Level 1,66,Absent Category 2,3,Stores
3261,Hinkel,William,Hinkel William,Male,Greenwood,Meat Cutter,Meats,Grand Forks,Stores,35,Adult,4,Level 1,20,Absent Category 1,1,Stores
3262,Horne,Julie,Horne Julie,Female,Nanaimo,Meat Cutter,Meats,Nanaimo,Stores,29,Young Adult,5,Level 1,25,Absent Category 1,1,Stores
3263,Sullivan,Barbara,Sullivan Barbara,Female,Burnaby,Dairy Person,Dairy,Burnaby,Stores,42,Middle Aged,5,Level 1,39,Absent Category 1,2,Stores
3264,Cole,Dorothy,Cole Dorothy,Female,Victoria,Produce Clerk,Produce,Victoria,Stores,32,Adult,3,Level 1,9,Absent Category 1,0,Stores
3265,Plummer,Wilton,Plummer Wilton,Male,Vancouver,Meat Cutter,Meats,Vancouver,Stores,26,Young Adult,8,Level 2,0,Not Absent,0,Stores
3266,Markle,Gerald,Markle Gerald,Male,Cache Creek,Meat Cutter,Meats,Kamloops,Stores,53,Elderly,1,Level 1,146,Absent Category 4,6,Stores
3267,Windham,Charles,Windham Charles,Male,Vancouver,Meat Cutter,Meats,Vancouver,Stores,44,Middle Aged,4,Level 1,94,Absent Category 3,4,Stores
3268,Blakely,Karen,Blakely Karen,Female,Vancouver,Dairy Person,Dairy,Vancouver,Stores,43,Middle Aged,5,Level 1,111,Absent Category 3,5,Stores
3269,Lowry,Tasha,Lowry Tasha,Female,Vancouver,Meat Cutter,Meats,Vancouver,Stores,42,Middle Aged,4,Level 1,88,Absent Category 3,4,Stores
3270,Wolf,Gloria,Wolf Gloria,Female,Vancouver,Dairy Person,Dairy,Vancouver,Stores,39,Adult,8,Level 2,76,Absent Category 2,3,Stores
3271,Lewis,Nicholas,Lewis Nicholas,Male,Surrey,Meat Cutter,Meats,Surrey,Stores,64,Aged,4,Level 1,150,Absent Category 4,6,Stores
3272,Leonard,Debbie,Leonard Debbie,Female,Vancouver,Dairy Person,Dairy,Vancouver,Stores,23,Young Adult,5,Level 1,0,Not Absent,0,Stores
3273,Gill,Susan,Gill Susan,Female,Vancouver,Dairy Person,Dairy,Vancouver,Stores,37,Adult,4,Level 1,7,Absent Category 1,0,Stores
3274,Monico,Mary,Monico Mary,Female,West Vancouver,Meat Cutter,Meats,West Vancouver,Stores,31,Adult,3,Level 1,11,Absent Category 1,0,Stores
3275,Allen,Brent,Allen Brent,Male,Victoria,Produce Clerk,Produce,Victoria,Stores,51,Elderly,6,Level 2,92,Absent Category 3,4,Stores
3276,Adams,Allegra,Adams Allegra,Female,Nanaimo,Produce Clerk,Produce,Nanaimo,Stores,53,Elderly,6,Level 2,174,Absent Category 5,7,Stores
3277,Maxwell,Gabrielle,Maxwell Gabrielle,Female,Surrey,Meat Cutter,Meats,Surrey,Stores,45,Middle Aged,3,Level 1,58,Absent Category 2,2,Stores
3278,Terry,Harry,Terry Harry,Male,Vancouver,Meat Cutter,Meats,Vancouver,Stores,44,Middle Aged,4,Level 1,96,Absent Category 3,4,Stores
3279,Lawson,Alfred,Lawson Alfred,Male,Whistler,Produce Clerk,Produce,Squamish,Stores,46,Middle Aged,4,Level 1,41,Absent Category 2,2,Stores
3280,Laine,George,Laine George,Male,Chilliwack,Produce Clerk,Produce,Chilliwack,Stores,50,Elderly,5,Level 1,56,Absent Category 2,2,Stores
3281,Olsen,Matthew,Olsen Matthew,Male,Crawford Bay,Meat Cutter,Meats,Cranbrook,Stores,29,Young Adult,5,Level 1,6,Absent Category 1,0,Stores
3282,Davis,Virginia,Davis Virginia,Female,Westbank,Meat Cutter,Meats,Kelowna,Stores,39,Adult,6,Level 2,61,Absent Category 2,3,Stores
3283,Chan,Harold,Chan Harold,Male,Youbou,Meat Cutter,Meats,Victoria,Stores,42,Middle Aged,1,Level 1,16,Absent Category 1,1,Stores
3284,Stewart,Rita,Stewart Rita,Female,Victoria,Baker,Bakery,Victoria,Stores,49,Middle Aged,7,Level 2,113,Absent Category 3,5,Stores
3285,Decastro,Natasha,Decastro Natasha,Female,Vallican,Meat Cutter,Meats,Trail,Stores,31,Adult,4,Level 1,3,Absent Category 1,0,Stores
3286,Richardson,Kirstie,Richardson Kirstie,Female,Chilliwack,Produce Clerk,Produce,Chilliwack,Stores,38,Adult,5,Level 1,9,Absent Category 1,0,Stores
3287,Barker,Kelly,Barker Kelly,Male,Vancouver,Meat Cutter,Meats,Vancouver,Stores,49,Middle Aged,3,Level 1,80,Absent Category 3,3,Stores
3288,Spillman,David,Spillman David,Male,New Westminster,Meat Cutter,Meats,New Westminster,Stores,35,Adult,6,Level 2,35,Absent Category 1,1,Stores
3289,Rodriguez,Margaret,Rodriguez Margaret,Female,Vancouver,Meat Cutter,Meats,Vancouver,Stores,48,Middle Aged,7,Level 2,118,Absent Category 3,5,Stores
3290,Gardner,David,Gardner David,Male,Coquitlam,Meat Cutter,Meats,Nanaimo,Stores,39,Adult,5,Level 1,47,Absent Category 2,2,Stores
3291,Loftis,Jeramy,Loftis Jeramy,Male,Quesnel,Produce Clerk,Produce,Quesnel,Stores,44,Middle Aged,4,Level 1,85,Absent Category 3,4,Stores
3292,Walden,Virginia,Walden Virginia,Female,Vancouver,Meat Cutter,Meats,Vancouver,Stores,44,Middle Aged,5,Level 1,87,Absent Category 3,4,Stores
3293,Crew,Christopher,Crew Christopher,Male,Terrace,Produce Clerk,Produce,Terrace,Stores,38,Adult,6,Level 2,25,Absent Category 1,1,Stores
3294,Carroll,Kizzy,Carroll Kizzy,Female,Summerland,Produce Clerk,Produce,Kelowna,Stores,54,Elderly,6,Level 2,133,Absent Category 4,6,Stores
3295,Puckett,Jane,Puckett Jane,Female,Vancouver,Meat Cutter,Meats,Vancouver,Stores,17,Young Adult,6,Level 2,0,Not Absent,0,Stores
3296,Gray,Gail,Gray Gail,Female,Manning Park,Meat Cutter,Meats,Chilliwack,Stores,40,Middle Aged,5,Level 1,85,Absent Category 3,4,Stores
3297,Tucker,Daniel,Tucker Daniel,Male,Victoria,Baker,Bakery,Victoria,Stores,33,Adult,2,Level 1,15,Absent Category 1,1,Stores
3298,Morin,Eric,Morin Eric,Male,Vancouver,Meat Cutter,Meats,Vancouver,Stores,35,Adult,3,Level 1,25,Absent Category 1,1,Stores
3299,Cook,Carey,Cook Carey,Female,Prince George,Meat Cutter,Meats,Prince George,Stores,38,Adult,4,Level 1,106,Absent Category 3,4,Stores
3300,Stanley,Carlos,Stanley Carlos,Male,Hope,Produce Clerk,Produce,Chilliwack,Stores,43,Middle Aged,3,Level 1,72,Absent Category 2,3,Stores
3301,Cruz,Carl,Cruz Carl,Male,Prince George,Meat Cutter,Meats,Prince George,Stores,34,Adult,7,Level 2,0,Not Absent,0,Stores
3302,McGraw,Adam,McGraw Adam,Male,Burnaby,Dairy Person,Dairy,Burnaby,Stores,53,Elderly,4,Level 1,94,Absent Category 3,4,Stores
3303,Navarra,Stephanie,Navarra Stephanie,Female,Terrace,Produce Clerk,Produce,Terrace,Stores,27,Young Adult,7,Level 2,0,Not Absent,0,Stores
3304,Grant,Leonel,Grant Leonel,Male,Castlegar,Meat Cutter,Meats,Trail,Stores,45,Middle Aged,5,Level 1,114,Absent Category 3,5,Stores
3305,Bohrer,David,Bohrer David,Male,Burnaby,Meat Cutter,Meats,Burnaby,Stores,59,Elderly,5,Level 1,144,Absent Category 4,6,Stores
3306,Boles,James,Boles James,Male,Vancouver,Dairy Person,Dairy,Vancouver,Stores,50,Elderly,4,Level 1,64,Absent Category 2,3,Stores
3307,Keller,Oscar,Keller Oscar,Male,Vancouver,Dairy Person,Dairy,Vancouver,Stores,47,Middle Aged,4,Level 1,70,Absent Category 2,3,Stores
3308,Jensen,Terri,Jensen Terri,Female,Langley,Produce Clerk,Produce,Langley,Stores,31,Adult,6,Level 2,48,Absent Category 2,2,Stores
3309,Cummings,Lawrence,Cummings Lawrence,Male,Vancouver,Meat Cutter,Meats,Vancouver,Stores,51,Elderly,3,Level 1,105,Absent Category 3,4,Stores
3310,Williams,Jodi,Williams Jodi,Female,Port Coquitlam,Meat Cutter,Meats,Port Coquitlam,Stores,29,Young Adult,3,Level 1,0,Not Absent,0,Stores
3311,Noll,Anna,Noll Anna,Female,Barriere,Meat Cutter,Meats,Kamloops,Stores,52,Elderly,6,Level 2,94,Absent Category 3,4,Stores
3312,Nunez,Bettye,Nunez Bettye,Female,Vancouver,Meat Cutter,Meats,Vancouver,Stores,39,Adult,1,Level 1,71,Absent Category 2,3,Stores
3313,Larson,Jonathan,Larson Jonathan,Male,Salmon Arm,Produce Clerk,Produce,Kamloops,Stores,40,Middle Aged,4,Level 1,32,Absent Category 1,1,Stores
3314,Vargo,Brian,Vargo Brian,Male,Vancouver,Meat Cutter,Meats,Vancouver,Stores,34,Adult,4,Level 1,0,Not Absent,0,Stores
3315,Maurer,Gregory,Maurer Gregory,Male,Victoria,Baker,Bakery,Victoria,Stores,53,Elderly,4,Level 1,99,Absent Category 3,4,Stores
3316,Leblanc,Pamela,Leblanc Pamela,Female,Campbell River,Produce Clerk,Produce,Nanaimo,Stores,33,Adult,4,Level 1,15,Absent Category 1,1,Stores
3317,Coakley,Daniel,Coakley Daniel,Male,Surrey,Meat Cutter,Meats,Surrey,Stores,36,Adult,4,Level 1,38,Absent Category 1,2,Stores
3318,Strauss,Clifton,Strauss Clifton,Male,Vancouver,Dairy Person,Dairy,Vancouver,Stores,45,Middle Aged,2,Level 1,53,Absent Category 2,2,Stores
3319,Fleming,Ryan,Fleming Ryan,Male,Burnaby,Meat Cutter,Meats,Burnaby,Stores,51,Elderly,6,Level 2,70,Absent Category 2,3,Stores
3320,Pritchard,Dorothy,Pritchard Dorothy,Female,Richmond,Meat Cutter,Meats,Richmond,Stores,32,Adult,2,Level 1,38,Absent Category 1,2,Stores
3321,Gabriel,Denise,Gabriel Denise,Female,Vancouver,Meat Cutter,Meats,Vancouver,Stores,32,Adult,6,Level 2,36,Absent Category 1,2,Stores
3322,Delarosa,Ramona,Delarosa Ramona,Female,Burnaby,Dairy Person,Dairy,Burnaby,Stores,38,Adult,7,Level 2,52,Absent Category 2,2,Stores
3323,Hatcher,Douglas,Hatcher Douglas,Male,Nanaimo,Produce Clerk,Produce,Nanaimo,Stores,38,Adult,5,Level 1,0,Not Absent,0,Stores
3324,Manion,Elizabeth,Manion Elizabeth,Female,Lytton,Meat Cutter,Meats,Kamloops,Stores,35,Adult,6,Level 2,59,Absent Category 2,2,Stores
3325,Young,Robert,Young Robert,Male,New Westminster,Produce Clerk,Produce,New Westminster,Stores,46,Middle Aged,6,Level 2,38,Absent Category 1,2,Stores
3326,Jackson,Johnny,Jackson Johnny,Male,Prince George,Meat Cutter,Meats,Prince George,Stores,49,Middle Aged,3,Level 1,109,Absent Category 3,5,Stores
3327,Muse,Sanjuanita,Muse Sanjuanita,Female,Aldergrove,Produce Clerk,Produce,Aldergrove,Stores,32,Adult,3,Level 1,15,Absent Category 1,1,Stores
3328,Rackers,Larry,Rackers Larry,Male,Vancouver,Meat Cutter,Meats,Vancouver,Stores,50,Elderly,5,Level 1,88,Absent Category 3,4,Stores
3329,Rogers,Tamara,Rogers Tamara,Female,Richmond,Meat Cutter,Meats,Richmond,Stores,30,Adult,4,Level 1,15,Absent Category 1,1,Stores
3330,Peterson,Donna,Peterson Donna,Female,Huntingdon,Produce Clerk,Produce,Abbotsford,Stores,39,Adult,7,Level 2,84,Absent Category 3,4,Stores
3331,Scott,James,Scott James,Male,Vancouver,Dairy Person,Dairy,Vancouver,Stores,41,Middle Aged,3,Level 1,14,Absent Category 1,1,Stores
3332,Kennedy,Corey,Kennedy Corey,Male,Fort St John,Meat Cutter,Meats,Fort St John,Stores,34,Adult,5,Level 1,21,Absent Category 1,1,Stores
3333,Matthews,Dennis,Matthews Dennis,Male,New Westminster,Produce Clerk,Produce,New Westminster,Stores,57,Elderly,3,Level 1,163,Absent Category 5,7,Stores
3334,Law,Charlie,Law Charlie,Male,Burnaby,Dairy Person,Dairy,Burnaby,Stores,29,Young Adult,8,Level 2,0,Not Absent,0,Stores
3335,Miller,Corey,Miller Corey,Male,New Westminster,Produce Clerk,Produce,New Westminster,Stores,41,Middle Aged,5,Level 1,50,Absent Category 2,2,Stores
3336,Wiley,Rebekah,Wiley Rebekah,Female,Qualicum Beach,Produce Clerk,Produce,Nanaimo,Stores,49,Middle Aged,5,Level 1,114,Absent Category 3,5,Stores
3337,Villegas,Joseph,Villegas Joseph,Male,Kelowna,Meat Cutter,Meats,Kelowna,Stores,26,Young Adult,7,Level 2,0,Not Absent,0,Stores
3338,Mullen,Linda,Mullen Linda,Female,Langley,Meat Cutter,Meats,Langley,Stores,45,Middle Aged,6,Level 2,75,Absent Category 2,3,Stores
3339,Bonnett,Joshua,Bonnett Joshua,Male,Chetwynd,Meat Cutter,Meats,Prince George,Stores,35,Adult,6,Level 2,12,Absent Category 1,1,Stores
3340,Goin,Sunny,Goin Sunny,Female,Cranbrook,Meat Cutter,Meats,Cranbrook,Stores,61,Aged,6,Level 2,167,Absent Category 5,7,Stores
3341,Hoff,Robert,Hoff Robert,Male,Vancouver,Dairy Person,Dairy,Vancouver,Stores,38,Adult,6,Level 2,28,Absent Category 1,1,Stores
3342,Macaulay,Peter,Macaulay Peter,Male,New Westminster,Meat Cutter,Meats,New Westminster,Stores,51,Elderly,4,Level 1,84,Absent Category 3,4,Stores
3343,Fulton,David,Fulton David,Male,Victoria,Meat Cutter,Meats,Victoria,Stores,41,Middle Aged,5,Level 1,42,Absent Category 2,2,Stores
3344,Stephens,Amy,Stephens Amy,Female,Richmond,Meat Cutter,Meats,Richmond,Stores,37,Adult,5,Level 1,45,Absent Category 2,2,Stores
3345,Janke,Rogelio,Janke Rogelio,Male,Vancouver,Meat Cutter,Meats,Vancouver,Stores,43,Middle Aged,5,Level 1,84,Absent Category 3,4,Stores
3346,Johnson,Jessica,Johnson Jessica,Female,Kamloops,Produce Clerk,Produce,Kamloops,Stores,38,Adult,4,Level 1,58,Absent Category 2,2,Stores
3347,Menges,Brent,Menges Brent,Male,North Vancouver,Produce Clerk,Produce,North Vancouver,Stores,65,Aged,3,Level 1,142,Absent Category 4,6,Stores
3348,Ernst,Crystal,Ernst Crystal,Female,Victoria,Baker,Bakery,Victoria,Stores,33,Adult,3,Level 1,42,Absent Category 2,2,Stores
3349,Harvey,Steven,Harvey Steven,Male,Victoria,Meat Cutter,Meats,Victoria,Stores,42,Middle Aged,5,Level 1,54,Absent Category 2,2,Stores
